"Tweet Id","Tweet URL","Tweet Posted Time","Tweet Content","Tweet Type",Client,"Retweets Received","Likes Received","Tweet Location","Tweet Language","User  Id",Name,Username,"User Bio","Verified or Non-Verified","Profile URL","User Followers","User Following","User Account Creation Date"
"""1560218739605647360""",https://twitter.com/gdnans/status/1560218739605647360,"18 Aug 2022 10:55:09","""یوکرین کا صدر یہودی ہے اور پاکستان اس کی مدد کر رہا ہے۔ پاکستان عالم اسلام کا غدار ہے۔                             
#PakistanUnderFascism #PakistanZindabad #Pakistan #PakistanAt75 #Ukraine️ #UkraineWar #Russia""",Tweet,"""Twitter Web App""",0,0,"""""",Urdu,"""508529046""","""Gayasuddin Ansari""",gdnans,"""Individual social activist that educate person to person and improve his mind that called real educated person not as Racial/Religious discrimination, Jai Hind""",Non-Verified,https://twitter.com/gdnans,25,151,"29-Feb-2012 07:30:04"
"""1560218554976403458""",https://twitter.com/IurasVictor/status/1560218554976403458,"18 Aug 2022 10:54:25","""#Ukraine #ArmUkraineNow  #UkraineWar""",Tweet,"""Twitter for Android""",0,0,"""""",qht,"""1204804619555217408""","""Viktor BW""",IurasVictor,"""Jeder zerstörte russische Panzer, abgeschossene MIG, verschrottete Raketenwerfer und jedes kampfunfähige Bataillon erhöht auf Jahre hinaus unsere Sicherheit.""",Non-Verified,https://twitter.com/IurasVictor,49,836,"11-Dec-2019 16:47:12"
"""1560218537389588482""",https://twitter.com/Chronology22/status/1560218537389588482,"18 Aug 2022 10:54:21","""Our artillery reconnaissance is working well.Upon receiving targets,we hit enemy in 5-7 minutes.This is mainly artillery supplied by the West,M777,as well as Gyatsint, Grad. In 90% of cases, they fail to get away unpunished, - the commander of MLRS division

#Ukrainewar #Ukraine https://t.co/6SD59QJ1M1""",Tweet,"""Twitter Web App""",1,0,"""""",English,"""1526535712090243073""","""Chronology""",Chronology22,"""IMHO - I'm always against deliberate lies, propaganda, concealment of essential facts and whitewashing. And definitely I am against a war.""",Non-Verified,https://twitter.com/Chronology22,302,0,"17-May-2022 12:11:00"
"""1560218424021864449""",https://twitter.com/HansSars8/status/1560218424021864449,"18 Aug 2022 10:53:54","""When Putin read ""man without violence is nothing"", he took it personal. #UkraineWar #PutinWarCriminal #PutinsWar #PutinWarCrimes https://t.co/WM601H7ZYE""",ReTweet,"""Twitter for Android""",0,0,"""""",English,"""1536331953632423936""","""Hans Sars""",HansSars8,"""Paranormal""",Non-Verified,https://twitter.com/HansSars8,65,1,"13-Jun-2022 13:00:00"
"""1560217891101966337""",https://twitter.com/BloodyRain111/status/1560217891101966337,"18 Aug 2022 10:51:47","""⚡️☢️🎞️ RF MoD #Video Statement about #ZaporozhyeNPP⚡️
On August 19, the Kiev regime is preparing another provocation at #Zaporozhye #NPP during the visit of #UN Secretary-General António Guterres to #Ukraine ...
https://t.co/d9YpGcSFtz /@mod_russia_en/
#UkraineWarNews #UkraineWar https://t.co/eq4iiAVfAv""",ReTweet,"""Twitter for Android""",0,0,"""""",English,"""102670623""","""XXX #FreeAssange⏳🎗""",BloodyRain111,"""Supporting 🇸🇾🇮🇶🇵🇸🇾🇪🕊 #FreeAssange⏳Classical Archaeologist🏺🏛
Travel girl 🌍 English is not my first language""",Non-Verified,https://twitter.com/BloodyRain111,428,669,"07-Jan-2010 12:57:44"
"""1560217684981202945""",https://twitter.com/marielSiviglia/status/1560217684981202945,"18 Aug 2022 10:50:58","""#UkraineWar #Ukraine️ #NaziUkraine https://t.co/bS7AOecrbN""",ReTweet,"""Twitter for Android""",0,0,"""""",qme,"""304598010""","""mariellasiviglia""",marielSiviglia,"""Non esiste il destino, siamo fatti di scelte e conseguenze, anche quando lasciamo decidere agli altri del nostro futuro.
Libera, a spese mie.""",Non-Verified,https://twitter.com/marielSiviglia,8410,858,"24-May-2011 19:49:48"
"""1560217655335964677""",https://twitter.com/marielSiviglia/status/1560217655335964677,"18 Aug 2022 10:50:51","""Как интересен мир. Когда-то с нацизмом боролись, а сейчас его поддерживают. 
Больше оружия украине, да будут они биться до последнего украинца, да в интересах господ заморских.
#UkraineWar #Ukrainian #UkrainianArmy https://t.co/onWEaQVkEL""",ReTweet,"""Twitter for Android""",0,0,"""""",Russian,"""304598010""","""mariellasiviglia""",marielSiviglia,"""Non esiste il destino, siamo fatti di scelte e conseguenze, anche quando lasciamo decidere agli altri del nostro futuro.
Libera, a spese mie.""",Non-Verified,https://twitter.com/marielSiviglia,8410,858,"24-May-2011 19:49:48"
"""1560217131198730240""",https://twitter.com/LisaMcH20s/status/1560217131198730240,"18 Aug 2022 10:48:46","""Do we have any contacts in #Moldova? A young husky was kicked out of a car by its owner and abandoned. I have a long term foster for the dog in Germany but need transport and rescue back up. He’s exhausted. #Ukraine #UkraineWar https://t.co/ilvjZeft6I""",ReTweet,"""Twitter for Android""",0,0,"""""",English,"""210854633""","""Lisa McWaters""",LisaMcH20s,"""music and animal lover""",Non-Verified,https://twitter.com/LisaMcH20s,142,575,"01-Nov-2010 16:03:15"
"""1560217132813664256""",https://twitter.com/2vektorenfolie/status/1560217132813664256,"18 Aug 2022 10:48:46","""⚡️⚔️🎞️ #Ukrainian Militants make #RussianPropaganda⚡️
😼 And again the proof that there are #NoNazisInUkraine❕❗️ 🍻
https://t.co/d9YpGcSFtz
#UkraineWarNews #Report #UkraineRussiaWar #UkraineRussianWar #Ukrainekrieg #UkraineWar #Video #Videos https://t.co/rXL2hA9JJD""",ReTweet,"""Twitter for Android""",0,0,"""""",English,"""713373778277957632""","""Kai N""",2vektorenfolie,"""Es ist dem Untertanen untersagt, den Maßstab seiner beschränkten Einsicht an die Handlungen der Obrigkeit anzulegen. AiE (Autismus im Einzelfall)""",Non-Verified,https://twitter.com/2vektorenfolie,96,46,"25-Mar-2016 14:35:37"
"""1560216879309914112""",https://twitter.com/Andriy_oleksiy_/status/1560216879309914112,"18 Aug 2022 10:47:46","""🇺🇦💪💥National Guardsmen from ""Stugna"" destroy 2 tanks of #Russian orks 🔥🔥
#Ukraine #Ukrainian #Ukrainians #UkraineRussianWar #UkraineWar #UkraineRussiaWar https://t.co/oS9nK2R5Jk""",ReTweet,"""Twitter for Android""",0,0,"""""",English,"""1559811478101921792""","""Andriy""",Andriy_oleksiy_,"""Together we rise, we won't stop defending our homeland Ukraine""",Non-Verified,https://twitter.com/Andriy_oleksiy_,3,47,"17-Aug-2022 07:57:07"
"""1560216835269722112""",https://twitter.com/d_raju03/status/1560216835269722112,"18 Aug 2022 10:47:35","""The @NYTimes, the thinly disguised house organ of the Central Intelligence Agency, is posting on a daily basis articles extolling the activities of Ukraine's fascist paramilitary groups. Today @AndrewKramerNYT
writes: #UkraineWar 1/""",ReTweet,"""Twitter for iPhone""",0,0,"""""",English,"""1269225929190096898""","""@d_raju03""",d_raju03,"""Fussball""",Non-Verified,https://twitter.com/d_raju03,18,6,"06-Jun-2020 11:18:38"
"""1560216785642717185""",https://twitter.com/DuddleyDuddley/status/1560216785642717185,"18 Aug 2022 10:47:23","""#UKRAINE 🇺🇦

THE LEAD UP TO WAR, AFTER THE WAR

A fascinating article on…

▪️The lead up to #UkraineRussianWar
▪️#NATO expansionism
▪️Miscalculations over 🇺🇦
▪️A clash of empires
▪️Outlook for #Russia 🇷🇺 , #China 🇨🇳 &amp; #TheWest 🇺🇸🇪🇺🇬🇧

#UkraineRussiaWar #UkraineWar #Europe #USA https://t.co/9QtkRUefA0""",ReTweet,"""Twitter Web App""",0,0,"""""",English,"""822792065188827136""","""Duddley""",DuddleyDuddley,"""EvolutionaryEntrepreneur | Lived on 4 continents before 30 🌍 | Objective & non-partisan | All posts ""in my opinion"" | Yes, I make mistakes | RTs ≠ Endorsements""",Non-Verified,https://twitter.com/DuddleyDuddley,464,3722,"21-Jan-2017 13:04:49"
"""1560216777346482177""",https://twitter.com/UkraineHelpIT/status/1560216777346482177,"18 Aug 2022 10:47:21","""Карта #допомоги громадянам України за кордоном https://t.co/p7qAycxcGQ 
#UkraineHelpIT #UkraineWar #Ucraina""",Tweet,"""UkraineHelpBot""",1,1,"""""",Ukrainian,"""1498922304453107712""","""UkraineHelpIT""",UkraineHelpIT,"""#CivicHacking a supporto dell'emergenza #Ucraina e dei #rifugiati ucraini. Per segnalare info utili 👉 https://ukrainehelp.emergenzehack.info/en/recommend/""",Non-Verified,https://twitter.com/UkraineHelpIT,212,401,"02-Mar-2022 07:25:22"
"""1560216701546991616""",https://twitter.com/DuddleyDuddley/status/1560216701546991616,"18 Aug 2022 10:47:03","""#UKRAINE 🇺🇦

AFTER THE WAR

Apparently the post-war plan for the 🇺🇦 has already been written

#TheWest &amp; corporations plan…

▪️ #Deregulation
▪️ Cut labour laws
▪️ Opening markets
▪️ #Privatisation of state-owned companies

#UkraineRussianWar #UkraineWar #UkraineRussianWar https://t.co/L1mvyXrryc""",ReTweet,"""Twitter Web App""",0,0,"""""",English,"""822792065188827136""","""Duddley""",DuddleyDuddley,"""EvolutionaryEntrepreneur | Lived on 4 continents before 30 🌍 | Objective & non-partisan | All posts ""in my opinion"" | Yes, I make mistakes | RTs ≠ Endorsements""",Non-Verified,https://twitter.com/DuddleyDuddley,464,3722,"21-Jan-2017 13:04:49"
"""1560216633561464835""",https://twitter.com/MartinRast/status/1560216633561464835,"18 Aug 2022 10:46:47","""🇺🇦💪💥National Guardsmen from ""Stugna"" destroy 2 tanks of #Russian orks 🔥🔥
#Ukraine #Ukrainian #Ukrainians #UkraineRussianWar #UkraineWar #UkraineRussiaWar https://t.co/oS9nK2R5Jk""",ReTweet,"""Twitter for Android""",0,0,"""""",English,"""1509744119542960130""","""RAST MARTIN""",MartinRast,"""idi na huj""",Non-Verified,https://twitter.com/MartinRast,198,264,"01-Apr-2022 04:08:17"
"""1560216551965728770""",https://twitter.com/BritishHKGov/status/1560216551965728770,"18 Aug 2022 10:46:28","""🇺🇦💪💥National Guardsmen from ""Stugna"" destroy 2 tanks of #Russian orks 🔥🔥
#Ukraine #Ukrainian #Ukrainians #UkraineRussianWar #UkraineWar #UkraineRussiaWar https://t.co/oS9nK2R5Jk""",ReTweet,"""Twitter for Android""",0,0,"""""",English,"""1263942693912100866""","""British-H.K.Gov.""",BritishHKGov,"""Rule of Law and Justice⚖🇺🇳🇪🇺🇮🇸🇮🇪🇦🇱🇬🇧🇺🇸🇨🇦🇭🇷🇲🇪🇨🇭🇲🇨🇦🇩🇱🇮🇸🇲🇫🇲🇬🇪🇲🇩🇲🇰🇳🇴🇹🇷🇺🇦🇯🇵🇹🇼🇮🇳🇸🇬vs🇨🇳🇭🇰🇷🇺🇧🇾🇰🇵🇸🇾🇪🇷""",Non-Verified,https://twitter.com/BritishHKGov,150,223,"22-May-2020 21:20:15"
"""1560216490296709120""",https://twitter.com/ZilloAnto/status/1560216490296709120,"18 Aug 2022 10:46:13","""Ανθρώπινη παλίρροια στη Σερβία για να υπερασπιστεί τις παραδοσιακές αξίες της οικογένειας. Τα ευρωπαϊκά μέσα ενημέρωσης δεν ενδιαφέρονται για αυτά τα γεγονότα.

#China #μμε_ξεφτιλες #Iran #Ουκρανια #Ukrainian #Ukraine #UkraineWar  #Russia #Russian #Putin #Πουτιν #Crimea https://t.co/6HEYpO6S9j""",ReTweet,"""Twitter Web App""",0,0,"""""",Greek,"""923947808""","""AnzILLO""",ZilloAnto,"""a world open minded observer""",Non-Verified,https://twitter.com/ZilloAnto,466,518,"03-Nov-2012 20:10:38"
"""1560216178823405568""",https://twitter.com/JaveliiL/status/1560216178823405568,"18 Aug 2022 10:44:59","""Scholz wants to normalize relations with terrorists? Why is he doing this? I think Scholz respects the interests of Russia!
#scholz #RussiaTerroristState #war #WorldNews #news #NATO #Aggression #UkraineWar #Ukraine #EU  #StandWithUkraine #US #PutinsWar #RussianUkraineWar https://t.co/tmwk3lN9n6""",Tweet,"""Twitter Web App""",1,3,"""""",English,"""1531737325293690880""","""Javelii Lovenko""",JaveliiL,"""💙💛""",Non-Verified,https://twitter.com/JaveliiL,51,231,"31-May-2022 20:40:23"
"""1560216177409941505""",https://twitter.com/DuddleyDuddley/status/1560216177409941505,"18 Aug 2022 10:44:58","""#UKRAINE 🇺🇦

UKRAINE PUSHING INTO ""RUSSIAN TERRITORY""

""Interesting"" to see a news outlet describe #Crimea as #Russian territory. 

If anything, one would imagine they would use a term like ""#Russia-occupied territory""

#UkraineRussiaWar #UkraineWar #UkraineRussianWar https://t.co/FyNUBzZzh3""",ReTweet,"""Twitter Web App""",0,0,"""""",English,"""822792065188827136""","""Duddley""",DuddleyDuddley,"""EvolutionaryEntrepreneur | Lived on 4 continents before 30 🌍 | Objective & non-partisan | All posts ""in my opinion"" | Yes, I make mistakes | RTs ≠ Endorsements""",Non-Verified,https://twitter.com/DuddleyDuddley,464,3722,"21-Jan-2017 13:04:49"
"""1560216172091645955""",https://twitter.com/IurasVictor/status/1560216172091645955,"18 Aug 2022 10:44:57","""#Ukraine #ArmUkraineNow  #UkraineWar""",Tweet,"""Twitter for Android""",0,0,"""""",qht,"""1204804619555217408""","""Viktor BW""",IurasVictor,"""Jeder zerstörte russische Panzer, abgeschossene MIG, verschrottete Raketenwerfer und jedes kampfunfähige Bataillon erhöht auf Jahre hinaus unsere Sicherheit.""",Non-Verified,https://twitter.com/IurasVictor,49,836,"11-Dec-2019 16:47:12"
"""1560215888388841475""",https://twitter.com/gogetemboy1969/status/1560215888388841475,"18 Aug 2022 10:43:49","""Phoenix rising from the ashes (3) #Mariupol 
130,000 square meters of housing will be built in Mariupol. 
A brand new train station coming up
the Cabal media dont want you to see this
#UkraineRussiaWar #UkraineWar #Ukraine️ https://t.co/78rXBHCqFd""",ReTweet,"""Twitter for iPhone""",0,0,"""""",English,"""497732221""","""comfy sofa""",gogetemboy1969,"""""",Non-Verified,https://twitter.com/gogetemboy1969,696,1699,"20-Feb-2012 09:16:39"
"""1560215859255189505""",https://twitter.com/Annibanner/status/1560215859255189505,"18 Aug 2022 10:43:42","""Phoenix rising from the ashes (3) #Mariupol 
130,000 square meters of housing will be built in Mariupol. 
A brand new train station coming up
the Cabal media dont want you to see this
#UkraineRussiaWar #UkraineWar #Ukraine️ https://t.co/78rXBHCqFd""",ReTweet,"""Twitter Web App""",0,0,"""""",English,"""225142105""","""AnneLouise""",Annibanner,"""#Peace #Tolerance #Justice #Truth. Against child & animal cruelty. EVERY child should achieve full potential in a safe green world #SaveOurNHS #PR #FreeAssange""",Non-Verified,https://twitter.com/Annibanner,181,246,"10-Dec-2010 20:15:20"
"""1560215679160270848""",https://twitter.com/IurasVictor/status/1560215679160270848,"18 Aug 2022 10:42:59","""#Ukraine #ArmUkraineNow  #UkraineWar""",Tweet,"""Twitter for Android""",0,0,"""""",qht,"""1204804619555217408""","""Viktor BW""",IurasVictor,"""Jeder zerstörte russische Panzer, abgeschossene MIG, verschrottete Raketenwerfer und jedes kampfunfähige Bataillon erhöht auf Jahre hinaus unsere Sicherheit.""",Non-Verified,https://twitter.com/IurasVictor,49,836,"11-Dec-2019 16:47:12"
"""1560215584570511360""",https://twitter.com/BuggaMancini/status/1560215584570511360,"18 Aug 2022 10:42:37","""18/8
🇺🇦⚡️🇷🇺🔥☠️

demilitarization of the occupiers

#ukraine #ukrainian #ukrainekrieg #ukrainewar #ukrainerussiawar #stopPutin #russiaisaterroriststate  #donbass
#Kherson https://t.co/YthGBQfAMI""",ReTweet,"""Twitter for Android""",0,0,"""""",English,"""1279783434278166534""","""Bugga Mancini │Boycott Putin and Xi │Stop CCP""",BuggaMancini,"""Equality, Peace, Dignity, Freedom of Speech, Human rights, Democracy, Anti-totalitarianism and Communism 🇮🇹🇹🇼🇵🇭🇺🇸. Fight Together for a Better World.""",Non-Verified,https://twitter.com/BuggaMancini,809,4165,"05-Jul-2020 14:25:42"
"""1560215428730798081""",https://twitter.com/falkenundadler/status/1560215428730798081,"18 Aug 2022 10:42:00","""Mein tiefster Dank &amp; Respekt an alle Russ*innen, die sich klar und ungeachtet persönlicher Gefahr zum #UkraineWar äußern! #MarinaOvsyannikova 

https://t.co/IR4m13OrE6

#Ukraine #Ukrainian #UkraineWillWin #RussiaIsATerroristState #Russia #russiaisaterrorisstate #StandWithUkraine https://t.co/nMa31ky3PT""",Tweet,"""Twitter Web App""",1,4,"""""",German,"""1546859960683855872""","""Anna""",falkenundadler,"""Falken & Adler - Ukraine Blog mit News, kulturellen Highlights, deutsch-ukrainisch-postsowjet Freundschaft, Rezepten, Reisetipps im Oldtimer und geilem Merch!""",Non-Verified,https://twitter.com/falkenundadler,7,39,"12-Jul-2022 14:12:43"
"""1560215396006957056""",https://twitter.com/Chronology22/status/1560215396006957056,"18 Aug 2022 10:41:52","""Sanna Marin kommentoi netissä leviäviä videoita: ”Itse en ole käyttänyt huumeita”

https://t.co/ZpBY6GUEE3

#Finland #Ukrainewar #Ukraine #Marin https://""",Reply,"""Twitter Web App""",0,0,"""""",Finnish,"""1526535712090243073""","""Chronology""",Chronology22,"""IMHO - I'm always against deliberate lies, propaganda, concealment of essential facts and whitewashing. And definitely I am against a war.""",Non-Verified,https://twitter.com/Chronology22,302,0,"17-May-2022 12:11:00"
"""1560215213210849283""",https://twitter.com/camillobosco_/status/1560215213210849283,"18 Aug 2022 10:41:08","""This shit is rad""",Tweet,"""Twitter for iPhone""",1,1,"""""",English,"""1466412933265698816""","""Camillo Bosco🇺🇦✊🌻""",camillobosco_,"""Slava Ukraini! Delenda ruscism!
@LaRagione_eu contributor,
Sursum #OSINT!""",Non-Verified,https://twitter.com/camillobosco_,248,864,"02-Dec-2021 14:25:37"
"""1560215208597094401""",https://twitter.com/tippysweet22/status/1560215208597094401,"18 Aug 2022 10:41:07","""MIRACLE SKYE UPDATE: Thanks to our friends at @TFASDog, Skye was rescued after falling from 9th floor of a destroyed building in #Mariupol. Now at their Kennels in #Kyiv, learning to walk. To support Skye’s recovery: https://t.co/nIOewicTNb #Ukraine #UkraineWar #UkraineRussiaWar https://t.co/TRpLPdtQks""",ReTweet,"""Twitter Web App""",0,0,"""""",English,"""1493600087779516424""","""TripCode""",tippysweet22,"""""",Non-Verified,https://twitter.com/tippysweet22,28,221,"15-Feb-2022 14:56:37"
"""1560214668899074048""",https://twitter.com/GeorgeArden/status/1560214668899074048,"18 Aug 2022 10:38:59","""19 retired generals and ex-officials urge US to increase arms supplies to Ukraine #ukraine #ukrainewar via ⁦@guardian⁩  https://t.co/ZP78qwCuEY""",Tweet,"""Twitter for iPhone""",0,1,"""""",English,"""35607760""","""George Arden""",GeorgeArden,"""Digital Marketing Consultant. @keycodecoupons @promotioncode @zerotrustdata @andrea_arden @All_Bud""",Non-Verified,https://twitter.com/GeorgeArden,2454,2977,"27-Apr-2009 00:04:50"
"""1560214666802069505""",https://twitter.com/u_me_reality/status/1560214666802069505,"18 Aug 2022 10:38:58","""18/8⚡️
Updates 

#ukraine #ukrainian #ukrainekrieg #ukrainewar #ukrainerussiawar #stopPutin #russiaisaterroriststate  #donbass #kherson #odesa https://t.co/wLGWeLuiZI""",Tweet,"""Twitter for Android""",1,3,"""""",English,"""1468049368469372929""","""ddlg dom""",u_me_reality,"""🇬🇧Uk Stand with Ukraine🇺🇦
🇬🇧british intelligence✨️-vì͢dͭ.̯ c̢͚ͨu̷t̸.̶̲ ̰̉͘a̸̲͌r͢t̴i͠s̴̺t͍͢ ͒
✨️NSFW
✨️Dom
⚡️Sup
✨️TP⚡️XA💛💙
✨️http://MriyaAid.org/about✨️""",Non-Verified,https://twitter.com/u_me_reality,970,11,"07-Dec-2021 02:47:48"
"""1560214607775629312""",https://twitter.com/ddTRINCHERAS/status/1560214607775629312,"18 Aug 2022 10:38:44","""#UkraineWar""",Tweet,"""Twitter for iPad""",0,0,"""""",qht,"""247317872""","""Diario De TRINCHERAS""",ddTRINCHERAS,"""Noticias; avances, ofensivas, contraofensivas, ; Desde las trincheras de primeras líneas del frente de batallas.""",Non-Verified,https://twitter.com/ddTRINCHERAS,201,121,"04-Feb-2011 15:10:00"
"""1560214451638439940""",https://twitter.com/crypt0nerd/status/1560214451638439940,"18 Aug 2022 10:38:07","""National guards destroyed 2 Russian tanks with Stugna-P
 #UkraineWar #StandWithUkraine #UkraineWillWin https://t.co/xddt6fUGKC""",Tweet,"""Twitter Web App""",0,1,"""""",English,"""2811503900""","""Crypto Barbossa 🇺🇦""",crypt0nerd,"""crypto kid from Ukraine""",Non-Verified,https://twitter.com/crypt0nerd,116,298,"15-Sep-2014 15:26:59"
"""1560214447360286720""",https://twitter.com/Nasi_Ukrajinci/status/1560214447360286720,"18 Aug 2022 10:38:06","""Běloruský humanitární pracovník přežil ruské vraždění jen náhodou.
#Ukraine️ #UkraineWar #Belarusianfighter #BadDay https://t.co/5mYiqpko3r""",Tweet,"""Twitter for Android""",0,0,"""""",Czech,"""1524412820208726016""","""Naši Ukrajinci🇺🇦""",Nasi_Ukrajinci,"""Kdo chce pomáhat: https://www.nasiukrajinci.cz/cs

Kdo chce zabíjet Rusy posílá peníze na:
https://www.zbraneproukrajinu.cz/

#UKRAINE️WAR #stopLGBT #orthodox""",Non-Verified,https://twitter.com/Nasi_Ukrajinci,43,19,"11-May-2022 15:35:36"
"""1560214418494996481""",https://twitter.com/Marx_Lenin2/status/1560214418494996481,"18 Aug 2022 10:37:59","""Phoenix rising from the ashes (3) #Mariupol 
130,000 square meters of housing will be built in Mariupol. 
A brand new train station coming up
the Cabal media dont want you to see this
#UkraineRussiaWar #UkraineWar #Ukraine️ https://t.co/78rXBHCqFd""",ReTweet,"""Twitter for iPhone""",0,0,"""""",English,"""865331837496897536""","""Sophia""",Marx_Lenin2,"""Student Nurse. Sea swimmer. Anti-imperialist. ""Workers of the world, unite!"" @WorkersPartyGB @CPGBML""",Non-Verified,https://twitter.com/Marx_Lenin2,2110,4184,"18-May-2017 22:22:42"
"""1560214341948948480""",https://twitter.com/UkraineHelpIT/status/1560214341948948480,"18 Aug 2022 10:37:41","""Робота для українців за кордоном https://t.co/hKuhht5v3m 
#UkraineHelpIT #UkraineWar #Ucraina""",Tweet,"""UkraineHelpBot""",1,1,"""""",Ukrainian,"""1498922304453107712""","""UkraineHelpIT""",UkraineHelpIT,"""#CivicHacking a supporto dell'emergenza #Ucraina e dei #rifugiati ucraini. Per segnalare info utili 👉 https://ukrainehelp.emergenzehack.info/en/recommend/""",Non-Verified,https://twitter.com/UkraineHelpIT,212,401,"02-Mar-2022 07:25:22"
"""1560214271388225537""",https://twitter.com/MawunyegaKojo/status/1560214271388225537,"18 Aug 2022 10:37:24","""Ukrainian troops destroyed in the fortified trenches by artillery near Donetsk.

#Ukrainewar #Ukraine #Trenches #Donetsk https://t.co/cIfAciCDsw""",ReTweet,"""Twitter Web App""",0,0,"""""",English,"""1142456914212773889""","""Mawunyega Kojo Joshua""",MawunyegaKojo,"""Am Mawunyega kojo Joshua""",Non-Verified,https://twitter.com/MawunyegaKojo,584,4993,"22-Jun-2019 15:38:48"
"""1560214239767412736""",https://twitter.com/Mott_Mason/status/1560214239767412736,"18 Aug 2022 10:37:16","""""#Ukraine can't win the war against Russia"" said Sahra Wagenknecht, member of the Bundestag for The Left, #Germany 
#UkraineRussiaWar #UkraineWar https://t.co/i9d9WrItxe""",ReTweet,"""Twitter Web App""",0,0,"""""",English,"""918813768418775040""","""Mott Mason""",Mott_Mason,"""Politically adventurous. Freedom & Direct Democracy.""",Non-Verified,https://twitter.com/Mott_Mason,3416,4976,"13-Oct-2017 12:20:47"
"""1560214096246611969""",https://twitter.com/Mott_Mason/status/1560214096246611969,"18 Aug 2022 10:36:42","""The secret of #Ukraine and #Zelensky unearthed at the #Zaporizhzhia NPP.

#UkraineWar #RussiaUkraineWar #UkraineRussianWar #kherson #Kharkiv #Kharkov #bakhmut #UkraineWillWin #HIMARS #UkraineRussiaWar #Kharkiv
#russiaisateroriststate #Ukrainians https://t.co/BLlRZmQO5j""",ReTweet,"""Twitter Web App""",0,0,"""""",English,"""918813768418775040""","""Mott Mason""",Mott_Mason,"""Politically adventurous. Freedom & Direct Democracy.""",Non-Verified,https://twitter.com/Mott_Mason,3416,4976,"13-Oct-2017 12:20:47"
"""1560213956630921217""",https://twitter.com/UkraineNewsLive/status/1560213956630921217,"18 Aug 2022 10:36:09","""🇺🇦💪💥National Guardsmen from ""Stugna"" destroy 2 tanks of #Russian orks 🔥🔥
#Ukraine #Ukrainian #Ukrainians #UkraineRussianWar #UkraineWar #UkraineRussiaWar https://t.co/oS9nK2R5Jk""",Tweet,"""Twitter for Android""",14,69,"""""",English,"""1497162777944862746""","""🇺🇦Ukraine News Live🇺🇦""",UkraineNewsLive,"""🇺🇦Glory to Ukraine🇺🇦
🇺🇦Glory to the heroes🇺🇦""",Non-Verified,https://twitter.com/UkraineNewsLive,4801,10,"25-Feb-2022 10:53:33"
"""1560213836061446144""",https://twitter.com/Mott_Mason/status/1560213836061446144,"18 Aug 2022 10:35:40","""Phoenix rising from the ashes (4) #Mariupol 
Massive reconstruction going on - 130,000 square meters of housing coming up in Mariupol 
A brand new train station and business district coming up
the Cabal media dont want you to see this
#UkraineRussiaWar #UkraineWar #Ukraine️ https://t.co/aEXa6F26k0""",ReTweet,"""Twitter Web App""",0,0,"""""",English,"""918813768418775040""","""Mott Mason""",Mott_Mason,"""Politically adventurous. Freedom & Direct Democracy.""",Non-Verified,https://twitter.com/Mott_Mason,3416,4976,"13-Oct-2017 12:20:47"
"""1560213808072859650""",https://twitter.com/Mott_Mason/status/1560213808072859650,"18 Aug 2022 10:35:33","""Phoenix rising from the ashes (3) #Mariupol 
130,000 square meters of housing will be built in Mariupol. 
A brand new train station coming up
the Cabal media dont want you to see this
#UkraineRussiaWar #UkraineWar #Ukraine️ https://t.co/78rXBHCqFd""",ReTweet,"""Twitter Web App""",0,0,"""""",English,"""918813768418775040""","""Mott Mason""",Mott_Mason,"""Politically adventurous. Freedom & Direct Democracy.""",Non-Verified,https://twitter.com/Mott_Mason,3416,4976,"13-Oct-2017 12:20:47"
"""1560213778880499713""",https://twitter.com/IurasVictor/status/1560213778880499713,"18 Aug 2022 10:35:26","""#Ukraine #ArmUkraineNow  #UkraineWar""",Tweet,"""Twitter for Android""",0,0,"""""",qht,"""1204804619555217408""","""Viktor BW""",IurasVictor,"""Jeder zerstörte russische Panzer, abgeschossene MIG, verschrottete Raketenwerfer und jedes kampfunfähige Bataillon erhöht auf Jahre hinaus unsere Sicherheit.""",Non-Verified,https://twitter.com/IurasVictor,49,836,"11-Dec-2019 16:47:12"
"""1560213662324953088""",https://twitter.com/EdvardsenKaare/status/1560213662324953088,"18 Aug 2022 10:34:59","""🇹🇼 Taiwan donates 800 combat drones (Revolver 860) to 🇺🇦Ukraine.
#Russian #Rusia #Ukraine #ukraina #UkraineWar  #UkraineRussiaWar https://t.co/cqJwKTTSHs""",ReTweet,"""Twitter Web App""",0,0,"""""",English,"""1449710419476631552""","""Kåre Edvardsen""",EdvardsenKaare,"""En vanlig man fra Norge.""",Non-Verified,https://twitter.com/EdvardsenKaare,22,25,"17-Oct-2021 12:15:00"
"""1560213428521795586""",https://twitter.com/Chronology22/status/1560213428521795586,"18 Aug 2022 10:34:03","""Ukrainian troops destroyed in the fortified trenches by artillery near Donetsk.

#Ukrainewar #Ukraine #Trenches #Donetsk https://t.co/cIfAciCDsw""",Tweet,"""Twitter Web App""",1,0,"""""",English,"""1526535712090243073""","""Chronology""",Chronology22,"""IMHO - I'm always against deliberate lies, propaganda, concealment of essential facts and whitewashing. And definitely I am against a war.""",Non-Verified,https://twitter.com/Chronology22,302,0,"17-May-2022 12:11:00"
